record_id,license_plate_number,plate_state_region,plate_type,vehicle_type,vehicle_make,vehicle_model,vehicle_color,vehicle_year,timestamp,latitude,longitude,camera_device_id,image_path,ocr_confidence_score,weather_conditions,temperature,visibility_lighting,road_conditions,traffic_conditions,speed,direction_of_travel,event_type,error_codes_remarks,day_of_week,hour_of_day,week,month,year
5df6290c-0e62-47af-8b70-69db60fc2815,8204OTU,Wyoming,Commercial,Van,Mercedes-Benz,A-Class,Blue,2020,2025-03-19 20:50:14,39.748205,-122.495413,CAM-016,/images/capture_0262.jpg,1.0,Sunny,31.4,Nighttime,Construction,Congested,51,Northbound,Parking Violation,,Wednesday,20,12,3,2025
8503f5e0-e6f4-4c29-b3b5-8a7713c47b59,NHV7356,Massachusetts,Vanity,Motorcycle,Jeep,Compass,Orange,2016,2025-03-03 14:11:54,27.979291,-98.275175,CAM-017,/images/capture_0263.jpg,0.99,Sunny,-7.9,Daytime,Icy,Standstill,72,Southeast,Red Light,,Monday,14,10,3,2025
22974ea4-326e-4f7e-9aae-e1cd3a3d082d,GW9542R,Nebraska,Commercial,Car,Ford,F-150,Gray,2010,2025-03-15 20:27:40,27.459394,-110.456323,CAM-021,/images/capture_0264.jpg,0.9,Foggy,8.7,Dusk,Construction,Light,70,Southeast,Speeding,,Saturday,20,11,3,2025
0dc68b66-dd97-4252-ab4f-36835ebd2766,8964MZY,New Hampshire,Standard,Van,Kia,Forte,Silver,2019,2025-03-12 07:58:00,33.893508,-97.745176,CAM-030,/images/capture_0265.jpg,0.88,Clear,-3.8,Dusk,Wet,Heavy,9,Eastbound,Speeding,,Wednesday,7,11,3,2025
958e501a-3515-4520-a5a0-93ec4934a0f4,3564HEN,Hawaii,Dealer,Car,Audi,Q3,Orange,2011,2025-02-27 18:34:51,41.586587,-111.477849,CAM-027,/images/capture_0266.jpg,0.77,Snowy,-0.6,Nighttime,Dry,Congested,82,Northeast,Regular Scan,,Thursday,18,9,2,2025
c8f7afb1-221a-46bc-a734-db9fdad48498,WHS8959,Kentucky,Dealer,Van,Honda,Odyssey,Yellow,2019,2025-03-18 02:53:56,25.4333,-120.297253,CAM-017,/images/capture_0267.jpg,0.97,Foggy,18.0,Dusk,Construction,Light,106,Northbound,Red Light,,Tuesday,2,12,3,2025
a061a35e-952a-4c4f-9dc9-428d9e894fe7,5323CLJ,Indiana,Temporary,Truck,Dodge,Grand Caravan,White,2023,2025-03-12 10:09:54,44.734165,-122.179895,CAM-006,/images/capture_0268.jpg,0.98,Cloudy,-9.9,Daytime,Wet,Moderate,120,Southwest,Exit,,Wednesday,10,11,3,2025
df307267-c4a4-4f0e-9945-b1c2afe9752a,7126PWE,North Carolina,Dealer,Truck,Mazda,Mazda3,Blue,2022,2025-03-10 13:22:34,37.177587,-73.656479,CAM-006,/images/capture_0269.jpg,0.94,Clear,14.5,Dusk,Construction,Moderate,36,Southbound,Stop Sign,Ability understand Mrs rest score provide.,Monday,13,11,3,2025
4a4c1d93-842a-488f-a797-8ca684923f1b,7548IYA,Arizona,Dealer,Van,Audi,A4,Black,2020,2025-02-21 17:08:40,48.836572,-103.693853,CAM-023,/images/capture_0270.jpg,0.79,Clear,0.7,Daytime,Construction,Congested,114,Northbound,Parking Violation,Issue we TV perhaps professional by.,Friday,17,8,2,2025
91a38e48-ce62-47ca-a5c2-8314c2a97380,ZDZ4262,New Jersey,Dealer,Van,Volkswagen,Taos,Orange,2011,2025-02-28 01:38:01,38.940247,-93.689046,CAM-009,/images/capture_0271.jpg,0.8,Foggy,3.2,Low Visibility,Construction,Congested,12,Northbound,Stop Sign,,Friday,1,9,2,2025
790ade16-9f34-4656-a9f7-3d0fc72e3d19,OUJ5325,Alaska,Commercial,Truck,Jeep,Renegade,Green,2019,2025-03-21 12:26:21,26.556158,-108.74268,CAM-023,/images/capture_0272.jpg,0.79,Snowy,14.3,Low Visibility,Dry,Light,29,Southeast,Exit,Medical project for recent never.,Friday,12,12,3,2025
27ff574a-42a8-43d9-833f-e2d71008da57,MU7732K,California,Dealer,Van,Volkswagen,Passat,Brown,2011,2025-03-20 13:51:17,31.94439,-107.286042,CAM-015,/images/capture_0273.jpg,0.92,Snowy,0.4,Nighttime,Snowy,Standstill,100,Southeast,Speeding,,Thursday,13,12,3,2025
22e4be57-d8f6-4bac-8918-7968813c3d56,BW7055X,South Dakota,Temporary,Truck,Chevrolet,Equinox,Brown,2011,2025-03-18 07:02:36,38.7781,-77.739428,CAM-008,/images/capture_0274.jpg,0.72,Snowy,-3.3,Dawn,Construction,Heavy,97,Northbound,Entry,,Tuesday,7,12,3,2025
d9685155-d7c5-4cf9-a376-f64d2f0e3af9,HF2525V,Vermont,Vanity,Bus,Hyundai,Kona,Gray,2022,2025-02-28 14:31:19,47.439078,-114.676143,CAM-003,/images/capture_0275.jpg,0.87,Snowy,32.9,Nighttime,Flooded,Moderate,38,Northeast,Entry,,Friday,14,9,2,2025
08f1036c-997d-4894-a07c-2c2820307c78,GV9641Z,Utah,Dealer,Bus,Kia,Sportage,Silver,2013,2025-03-01 16:37:16,42.151666,-83.46018,CAM-005,/images/capture_0276.jpg,0.77,Rainy,33.6,Low Visibility,Dry,Light,107,Southbound,Regular Scan,,Saturday,16,9,3,2025
dcb0fbf0-4d6d-4917-bc47-f48758dc6ce2,ES4956B,West Virginia,Dealer,Van,Kia,Sportage,Yellow,2015,2025-03-06 04:27:43,35.874591,-123.537381,CAM-014,/images/capture_0277.jpg,0.93,Snowy,3.2,Dawn,Snowy,Light,35,Southwest,Entry,,Thursday,4,10,3,2025
dcf69029-67c8-43a5-ac18-bbbda33eaedd,0896TKV,New Jersey,Vanity,Bus,BMW,X5,Blue,2019,2025-03-22 17:10:58,31.125856,-91.657258,CAM-003,/images/capture_0278.jpg,0.77,Partly Cloudy,3.0,Daytime,Snowy,Standstill,85,Eastbound,Stop Sign,,Saturday,17,12,3,2025
01036392-7a57-42c4-882e-0c41439c275f,BDF4069,Missouri,Vanity,Van,Jeep,Renegade,Gray,2020,2025-03-06 05:37:40,44.375796,-114.278174,CAM-013,/images/capture_0279.jpg,0.99,Snowy,3.5,Dusk,Flooded,Moderate,61,Eastbound,Stop Sign,,Thursday,5,10,3,2025
66fd721c-ace4-4a80-b8ff-4da4958d29d1,RA5407R,Michigan,Commercial,Bus,Subaru,Ascent,Silver,2021,2025-03-24 04:50:59,34.668522,-93.63019,CAM-030,/images/capture_0280.jpg,0.9,Sunny,-4.2,Low Visibility,Dry,Moderate,49,Northbound,Stop Sign,,Monday,4,13,3,2025
d39812d8-df69-424f-920e-542803242cc7,AV6891D,West Virginia,Specialty,SUV,Nissan,Altima,Yellow,2019,2025-02-26 07:55:51,39.348409,-93.840783,CAM-018,/images/capture_0281.jpg,0.71,Partly Cloudy,27.7,Dawn,Snowy,Light,89,Southwest,Stop Sign,,Wednesday,7,9,2,2025
665ae49f-9c3f-46b6-ab02-824a5a9c0733,1158GKJ,Montana,Commercial,Motorcycle,Mercedes-Benz,S-Class,Gray,2016,2025-03-17 22:04:48,38.746897,-104.035322,CAM-030,/images/capture_0282.jpg,0.86,Cloudy,1.5,Dawn,Construction,Standstill,113,Southeast,Exit,,Monday,22,12,3,2025
c07f6a5e-f6c7-48a9-a870-5ed1311d46d6,LG6280U,Illinois,Temporary,Truck,Hyundai,Tucson,Blue,2023,2025-03-01 03:21:47,47.622183,-99.871405,CAM-030,/images/capture_0283.jpg,0.91,Snowy,5.8,Dusk,Snowy,Heavy,7,Eastbound,Entry,Inside wait quality total past.,Saturday,3,9,3,2025
885c5a16-00dd-49de-bb55-4f6e4a354a81,CJO0014,Montana,Specialty,SUV,Nissan,Pathfinder,Silver,2016,2025-03-05 07:52:41,35.09771,-99.66039,CAM-026,/images/capture_0284.jpg,0.74,Partly Cloudy,0.6,Daytime,Construction,Congested,90,Westbound,Red Light,,Wednesday,7,10,3,2025
6a450003-e3ca-44b6-acf8-86eee45c3ae3,QI9989H,Arizona,Specialty,SUV,Jeep,Cherokee,Red,2021,2025-03-08 20:12:54,39.987614,-110.028121,CAM-025,/images/capture_0285.jpg,0.98,Cloudy,-8.9,Dusk,Icy,Congested,75,Southbound,Parking Violation,,Saturday,20,10,3,2025
fa0c6d75-ab1c-4050-b6e2-adcb4527e7af,XRO2962,Alabama,Standard,SUV,GMC,Sierra,White,2021,2025-02-26 15:56:57,44.393681,-123.248641,CAM-012,/images/capture_0286.jpg,0.95,Sunny,10.6,Nighttime,Construction,Moderate,32,Southbound,Stop Sign,,Wednesday,15,9,2,2025
a8e5371f-99a3-41e1-a125-d36c530a0cba,5093YPT,Kentucky,Vanity,Bus,Mercedes-Benz,S-Class,Black,2010,2025-03-21 18:44:16,45.86992,-117.890714,CAM-001,/images/capture_0287.jpg,0.98,Partly Cloudy,29.9,Dusk,Wet,Moderate,104,Northwest,Entry,,Friday,18,12,3,2025
b5429f79-a98c-4dde-8b3d-2355fe100c1f,8925OWR,Delaware,Commercial,Motorcycle,Kia,Optima,Gray,2015,2025-03-24 13:12:09,40.762509,-124.677466,CAM-016,/images/capture_0288.jpg,0.74,Snowy,10.9,Dawn,Construction,Moderate,71,Eastbound,Entry,,Monday,13,13,3,2025
ec7ab3fe-706f-4584-90c7-b6c88f3e6cad,3719SNZ,Virginia,Standard,Car,Kia,Soul,Orange,2020,2025-02-25 13:33:13,44.926772,-113.261077,CAM-003,/images/capture_0289.jpg,0.74,Sunny,10.1,Dawn,Dry,Moderate,26,Eastbound,Speeding,,Tuesday,13,9,2,2025
8306b2ce-4c61-40e8-b670-b86e30fb1561,CGB6659,Florida,Temporary,Van,Ford,Mustang,Yellow,2022,2025-03-24 04:22:48,40.401984,-85.408005,CAM-002,/images/capture_0290.jpg,0.81,Sunny,24.8,Daytime,Icy,Standstill,88,Westbound,Stop Sign,,Monday,4,13,3,2025
30813205-cd32-4ff7-b1e7-93ac91f7ebb5,AH9439N,Massachusetts,Standard,Van,Kia,Telluride,Yellow,2017,2025-02-28 19:41:06,43.227871,-73.542082,CAM-026,/images/capture_0291.jpg,0.86,Cloudy,33.0,Dawn,Construction,Congested,62,Eastbound,Stop Sign,,Friday,19,9,2,2025
6d872957-63be-4246-a146-7a3269515b0f,RRC6770,Texas,Vanity,Motorcycle,Lexus,NX,Gray,2023,2025-03-23 02:37:31,42.904456,-113.178429,CAM-012,/images/capture_0292.jpg,0.73,Foggy,23.0,Low Visibility,Flooded,Moderate,103,Eastbound,Parking Violation,,Sunday,2,12,3,2025
b44f6585-5e18-481e-9677-79bd023dbae6,JUE3309,West Virginia,Standard,Truck,GMC,Yukon,Orange,2017,2025-03-18 00:03:16,41.221807,-101.247789,CAM-018,/images/capture_0293.jpg,0.98,Foggy,20.3,Low Visibility,Flooded,Moderate,57,Eastbound,Regular Scan,Image street fight decision size.,Tuesday,0,12,3,2025
058af705-fc53-4f29-856e-c417030d0f86,JH1145N,New Jersey,Dealer,Truck,BMW,3 Series,Yellow,2019,2025-03-13 11:33:46,43.266026,-76.467459,CAM-021,/images/capture_0294.jpg,0.78,Foggy,38.3,Dawn,Dry,Moderate,36,Eastbound,Entry,,Thursday,11,11,3,2025
57876f6b-9f68-4641-a563-fe1cb464b1c9,AJC5332,New York,Vanity,Bus,Volkswagen,Tiguan,Gray,2023,2025-03-04 13:31:23,45.500852,-70.752083,CAM-023,/images/capture_0295.jpg,0.75,Sunny,36.0,Dawn,Dry,Standstill,3,Eastbound,Speeding,,Tuesday,13,10,3,2025
e2f0c2f7-090f-48e3-87ac-33156c236060,US5925V,New Jersey,Specialty,Bus,Jeep,Compass,Silver,2018,2025-03-23 10:32:03,27.151712,-99.070902,CAM-025,/images/capture_0296.jpg,0.81,Partly Cloudy,18.5,Dusk,Snowy,Congested,94,Northeast,Entry,,Sunday,10,12,3,2025
820a4b63-2655-411e-8f79-5fc51c3b289e,EG2112J,California,Standard,Car,Chevrolet,Tahoe,Yellow,2010,2025-03-15 22:51:13,37.533098,-110.000953,CAM-002,/images/capture_0297.jpg,0.99,Partly Cloudy,-1.3,Dusk,Construction,Heavy,16,Northbound,Red Light,,Saturday,22,11,3,2025
f90bea37-e9db-4ebb-baf3-252c49e56b64,UJ9746O,Colorado,Temporary,Truck,Nissan,Sentra,Brown,2016,2025-02-24 07:43:14,28.484345,-99.188982,CAM-003,/images/capture_0298.jpg,0.78,Partly Cloudy,16.8,Dusk,Icy,Heavy,75,Northeast,Entry,Pressure let kind degree list top somebody college.,Monday,7,9,2,2025
e0d32ca9-23dd-4de2-89e7-b2fb840d48c9,DAK8384,Oklahoma,Dealer,Bus,Ram,ProMaster,White,2023,2025-03-03 14:07:22,43.804738,-101.77618,CAM-004,/images/capture_0299.jpg,0.97,Cloudy,32.9,Nighttime,Flooded,Light,103,Southwest,Red Light,,Monday,14,10,3,2025
e4ba1978-343c-49fb-a932-30621156a850,VW9139G,Texas,Standard,Van,Lexus,NX,Orange,2022,2025-03-23 22:40:12,38.90271,-76.431609,CAM-019,/images/capture_0300.jpg,0.83,Partly Cloudy,36.9,Dawn,Construction,Moderate,92,Northwest,Regular Scan,,Sunday,22,12,3,2025
00cea11b-453e-4b44-bfc9-9e7e5857d842,IZ9264S,Kansas,Temporary,Motorcycle,Subaru,Ascent,Blue,2020,2025-03-21 11:04:57,40.282648,-120.342929,CAM-012,/images/capture_0301.jpg,0.97,Sunny,15.5,Daytime,Construction,Standstill,110,Eastbound,Speeding,,Friday,11,12,3,2025
86d015d4-c21c-49d5-ac25-b5f932d4bb2b,IHU3919,Virginia,Temporary,Car,Ram,ProMaster City,Silver,2021,2025-03-09 19:06:37,38.650269,-90.476316,CAM-001,/images/capture_0302.jpg,0.94,Sunny,28.3,Low Visibility,Wet,Moderate,16,Westbound,Speeding,,Sunday,19,10,3,2025
ba5ed3c9-9556-4b8d-82f8-bb29797399e8,ROY4742,New Hampshire,Temporary,Car,Mazda,CX-30,Gray,2022,2025-03-16 05:49:28,28.526364,-94.047661,CAM-020,/images/capture_0303.jpg,0.78,Sunny,33.6,Daytime,Construction,Heavy,68,Northwest,Exit,,Sunday,5,11,3,2025
3f283575-9523-4218-af26-d6af51fca690,0876DHG,Florida,Commercial,Truck,Lexus,ES,Yellow,2016,2025-03-05 22:46:26,38.568157,-75.989111,CAM-006,/images/capture_0304.jpg,0.95,Rainy,27.7,Nighttime,Flooded,Moderate,51,Northeast,Regular Scan,,Wednesday,22,10,3,2025
91ed3dd0-9b0f-437d-aa3e-203405cf881c,SUB9445,New Mexico,Commercial,SUV,Mazda,Mazda6,White,2020,2025-03-02 09:38:08,32.06578,-83.730842,CAM-028,/images/capture_0305.jpg,0.9,Cloudy,7.5,Low Visibility,Dry,Moderate,36,Northbound,Exit,,Sunday,9,9,3,2025
612ba622-cf62-46cf-a5b6-45ba601d29b1,4097VPX,Louisiana,Temporary,Bus,Jeep,Grand Cherokee,Black,2010,2025-03-11 16:27:11,43.535188,-96.9748,CAM-015,/images/capture_0306.jpg,0.9,Partly Cloudy,32.8,Dusk,Icy,Congested,85,Northbound,Parking Violation,,Tuesday,16,11,3,2025
054e2ff3-4d91-4fd5-845b-5b9fd9eefeca,TRJ6096,Hawaii,Standard,Car,Lexus,GX,Black,2013,2025-03-22 22:23:19,46.296122,-123.107007,CAM-029,/images/capture_0307.jpg,0.71,Cloudy,1.9,Nighttime,Dry,Congested,81,Northeast,Entry,,Saturday,22,12,3,2025
b7b51e9f-7378-4b03-b7a6-5fbf0a713b65,ZI7102X,Hawaii,Standard,Motorcycle,Jeep,Gladiator,Green,2019,2025-03-10 00:40:12,38.667557,-67.190454,CAM-026,/images/capture_0308.jpg,0.85,Snowy,31.6,Nighttime,Wet,Congested,30,Southbound,Parking Violation,,Monday,0,11,3,2025
4fe1aedc-779d-4c30-a7cd-1fdfaddeed7a,5623MRR,Alaska,Specialty,Car,Jeep,Compass,Brown,2012,2025-03-06 12:09:08,44.015165,-101.223924,CAM-004,/images/capture_0309.jpg,0.89,Rainy,6.4,Dawn,Snowy,Standstill,25,Northbound,Stop Sign,Exist professional people behavior.,Thursday,12,10,3,2025
c6abd46f-4a5b-432a-8048-3c7c27cf1811,IAC4919,Rhode Island,Commercial,Motorcycle,Lexus,NX,Yellow,2010,2025-02-22 05:05:54,45.564031,-99.891751,CAM-027,/images/capture_0310.jpg,0.75,Cloudy,27.4,Nighttime,Dry,Standstill,98,Northeast,Exit,,Saturday,5,8,2,2025
f1f75311-f006-4864-86d1-040c88875736,JIU5307,Connecticut,Specialty,SUV,Toyota,Tacoma,Green,2020,2025-02-28 22:38:21,47.878924,-106.674524,CAM-022,/images/capture_0311.jpg,0.89,Snowy,12.7,Dawn,Dry,Moderate,119,Southwest,Stop Sign,,Friday,22,9,2,2025
897a7c60-ced5-4bcb-b1a6-9a91dafbcf6e,IH8186V,Idaho,Standard,Truck,GMC,Savana,White,2015,2025-03-16 13:08:55,46.372952,-105.510427,CAM-003,/images/capture_0312.jpg,0.94,Foggy,32.3,Nighttime,Snowy,Heavy,3,Southbound,Entry,Pull different current agency each.,Sunday,13,11,3,2025
a3e0e7c5-0b7f-4b07-b411-f86f9215aaaa,YTN5344,Maine,Standard,SUV,Toyota,Corolla,Green,2011,2025-02-22 07:35:28,27.600517,-90.230463,CAM-011,/images/capture_0313.jpg,0.71,Cloudy,-3.8,Dawn,Dry,Moderate,103,Westbound,Stop Sign,,Saturday,7,8,2,2025
20fef45b-cc09-4195-a7fe-2f92865449c3,QE6378O,Delaware,Commercial,Truck,Jeep,Compass,Red,2014,2025-03-10 13:10:10,45.140473,-80.449333,CAM-006,/images/capture_0314.jpg,0.86,Clear,3.3,Nighttime,Flooded,Congested,19,Northwest,Stop Sign,Particularly shoulder lay though offer responsibility himself.,Monday,13,11,3,2025
9f81257d-c7d6-4399-bc56-b8d26b489379,4022SUP,Ohio,Vanity,Car,Ford,Escape,Brown,2016,2025-02-24 18:57:18,44.369858,-78.0889,CAM-014,/images/capture_0315.jpg,0.94,Sunny,-0.2,Nighttime,Wet,Congested,54,Southbound,Stop Sign,,Monday,18,9,2,2025
3f451f89-c581-48be-a773-ffe49bfe2155,1342WNQ,West Virginia,Dealer,SUV,Nissan,Frontier,White,2022,2025-03-10 20:06:41,30.35267,-122.015924,CAM-003,/images/capture_0316.jpg,0.96,Sunny,22.1,Daytime,Snowy,Moderate,109,Southbound,Exit,,Monday,20,11,3,2025
46a11e37-afe6-4fcb-8eee-ed82429af239,3313LER,Montana,Temporary,Bus,Kia,Forte,Orange,2010,2025-02-27 06:05:18,43.732675,-90.277657,CAM-024,/images/capture_0317.jpg,0.95,Rainy,11.2,Nighttime,Construction,Standstill,81,Westbound,Exit,During prevent accept seem show blood.,Thursday,6,9,2,2025
7a6a9fef-8ae1-495a-bdc4-3a57f609b2d3,XP6321L,Hawaii,Vanity,SUV,Audi,Q7,Brown,2021,2025-03-01 12:32:49,43.630451,-85.674345,CAM-029,/images/capture_0318.jpg,0.77,Partly Cloudy,17.6,Nighttime,Icy,Moderate,44,Northwest,Speeding,,Saturday,12,9,3,2025
01e68756-54ce-42ba-a4aa-642d7c9fd292,1355KMN,California,Specialty,SUV,Ram,2500,Black,2017,2025-03-21 18:27:43,35.31699,-117.664918,CAM-002,/images/capture_0319.jpg,0.83,Sunny,18.0,Nighttime,Dry,Moderate,119,Northbound,Parking Violation,,Friday,18,12,3,2025
8974d48e-a139-4f02-b7b9-ccde89b0d380,9112EVQ,Texas,Standard,Car,Mazda,Mazda6,Yellow,2023,2025-02-25 22:17:02,38.533963,-110.113319,CAM-024,/images/capture_0320.jpg,0.84,Rainy,-4.0,Dawn,Snowy,Standstill,95,Northwest,Regular Scan,Despite sound receive let newspaper true.,Tuesday,22,9,2,2025
2dc96050-61ba-403c-b088-921e493d5efa,YM1356N,Wisconsin,Vanity,Car,Nissan,Sentra,Yellow,2014,2025-03-12 15:53:49,48.055073,-123.840776,CAM-012,/images/capture_0321.jpg,0.87,Clear,-4.7,Daytime,Dry,Heavy,3,Westbound,Stop Sign,Lead soon property write.,Wednesday,15,11,3,2025
7f482c4d-3bc8-4056-8343-e87e85e061fb,4741OUF,Alabama,Temporary,Truck,GMC,Yukon,Black,2015,2025-02-28 20:17:03,26.314541,-86.348912,CAM-008,/images/capture_0322.jpg,0.82,Cloudy,9.2,Daytime,Wet,Moderate,73,Northwest,Exit,,Friday,20,9,2,2025
b47a0c5f-ce0d-47d0-8e4e-9d43a6d01b80,HNE4775,Utah,Dealer,Van,Kia,Soul,Red,2023,2025-03-13 14:10:50,39.933229,-90.451689,CAM-027,/images/capture_0323.jpg,0.8,Rainy,31.6,Daytime,Dry,Light,92,Southwest,Parking Violation,Fish sense kind spring throughout interview trade knowledge.,Thursday,14,11,3,2025
5570001d-28a5-49b1-bd6c-92123f53d5d1,OGO9577,Louisiana,Vanity,Motorcycle,Honda,Civic,Green,2020,2025-03-11 08:13:47,25.551056,-92.911199,CAM-028,/images/capture_0324.jpg,0.76,Cloudy,3.5,Dawn,Flooded,Moderate,82,Eastbound,Red Light,,Tuesday,8,11,3,2025
4947459e-f698-4a39-8065-9404f44790c6,OZ1872B,Georgia,Temporary,SUV,Volkswagen,Taos,Black,2015,2025-03-12 23:28:23,38.389805,-69.45288,CAM-026,/images/capture_0325.jpg,0.84,Snowy,26.0,Dusk,Construction,Moderate,74,Eastbound,Stop Sign,,Wednesday,23,11,3,2025
35ec981e-efab-4976-9d0f-8774dfe2d363,GW0818G,New Hampshire,Vanity,Motorcycle,Nissan,Sentra,Blue,2015,2025-03-15 08:58:29,28.72002,-120.991262,CAM-015,/images/capture_0326.jpg,0.73,Cloudy,31.4,Dawn,Flooded,Moderate,49,Eastbound,Regular Scan,,Saturday,8,11,3,2025
4d99f19d-77d0-4fd9-87db-5e4e1a6812af,5376EDF,Minnesota,Temporary,SUV,Volkswagen,Atlas,Green,2013,2025-02-27 22:07:38,40.365747,-82.820737,CAM-002,/images/capture_0327.jpg,0.97,Snowy,0.2,Dawn,Dry,Light,90,Northbound,Regular Scan,,Thursday,22,9,2,2025
661a8391-769b-486c-b6e5-b9312fe8d8ff,UON5192,Idaho,Vanity,Motorcycle,Toyota,Camry,Brown,2014,2025-03-11 02:24:07,35.972356,-80.320053,CAM-027,/images/capture_0328.jpg,0.89,Partly Cloudy,37.4,Low Visibility,Flooded,Standstill,104,Southeast,Exit,,Tuesday,2,11,3,2025
797c22e6-21ad-49f5-a258-2a3bc1ae7d1b,2896CZU,Indiana,Standard,Van,Lexus,UX,Yellow,2017,2025-03-05 04:55:04,35.024888,-74.382701,CAM-019,/images/capture_0329.jpg,0.71,Sunny,19.5,Daytime,Construction,Light,23,Northeast,Regular Scan,,Wednesday,4,10,3,2025
7f33a902-0f74-489e-99e5-1e1977441e77,ZWD8278,Virginia,Standard,Truck,Ram,1500,Green,2022,2025-03-14 02:09:43,46.39858,-87.7666,CAM-005,/images/capture_0330.jpg,0.93,Rainy,28.0,Dawn,Dry,Heavy,14,Southbound,Entry,,Friday,2,11,3,2025
b105c1cc-8e19-493e-a375-d2e66f665362,3166JBU,Arizona,Commercial,Car,Lexus,RX,White,2010,2025-03-09 19:55:29,40.406463,-109.096181,CAM-007,/images/capture_0331.jpg,0.91,Snowy,35.1,Daytime,Snowy,Light,71,Northwest,Entry,,Sunday,19,10,3,2025
f9fb204c-4a43-47b8-ba68-e93068eb371e,KTS8445,Utah,Temporary,Bus,Honda,Odyssey,White,2015,2025-03-19 12:29:40,29.173951,-124.821413,CAM-002,/images/capture_0332.jpg,0.94,Partly Cloudy,15.4,Dawn,Wet,Light,114,Southwest,Entry,,Wednesday,12,12,3,2025
4fbfedd0-ed52-4027-9979-4b3e1ed66260,0966WUK,Ohio,Specialty,Motorcycle,Ford,Escape,Silver,2017,2025-02-22 17:41:34,30.181764,-110.291859,CAM-002,/images/capture_0333.jpg,0.94,Cloudy,0.3,Nighttime,Snowy,Congested,24,Northbound,Entry,,Saturday,17,8,2,2025
69213882-ba57-47cb-b5c2-dcd96c969f5e,VM3251P,Indiana,Commercial,Car,Honda,Accord,Red,2021,2025-03-13 20:10:19,38.479832,-66.148385,CAM-015,/images/capture_0334.jpg,0.98,Foggy,13.5,Daytime,Wet,Standstill,53,Southwest,Stop Sign,,Thursday,20,11,3,2025
927948e6-69e5-428e-a010-4070cda3213b,XT0680F,New Hampshire,Temporary,SUV,Hyundai,Santa Fe,Orange,2020,2025-03-01 07:56:21,48.872605,-121.119049,CAM-003,/images/capture_0335.jpg,0.72,Clear,22.6,Dusk,Flooded,Moderate,48,Westbound,Entry,,Saturday,7,9,3,2025
88d0fb01-964d-4149-b3be-8ab1442e2094,LZ4998J,Vermont,Dealer,SUV,Chevrolet,Tahoe,White,2014,2025-03-06 08:58:22,30.474649,-78.716996,CAM-026,/images/capture_0336.jpg,0.98,Clear,8.0,Nighttime,Wet,Moderate,57,Northbound,Red Light,,Thursday,8,10,3,2025
8971a060-9123-463c-8c03-78057c74f1b2,WWC3066,Arkansas,Dealer,Motorcycle,Subaru,Forester,Silver,2022,2025-03-17 15:26:07,39.561546,-122.504481,CAM-014,/images/capture_0337.jpg,0.81,Snowy,15.6,Low Visibility,Flooded,Moderate,58,Eastbound,Entry,Season listen else easy.,Monday,15,12,3,2025
440e4c04-7996-445f-9044-be93d2921094,KHS2670,South Dakota,Vanity,Motorcycle,Chevrolet,Silverado,Blue,2022,2025-02-25 23:55:05,32.818674,-88.977054,CAM-019,/images/capture_0338.jpg,0.89,Cloudy,26.6,Low Visibility,Snowy,Standstill,15,Northbound,Red Light,,Tuesday,23,9,2,2025
56a0b3a5-a559-442d-9d84-49090061db6f,CP5403D,North Dakota,Vanity,Bus,Kia,Sorento,Green,2012,2025-03-07 20:48:39,40.90104,-95.391674,CAM-011,/images/capture_0339.jpg,0.9,Partly Cloudy,0.7,Dusk,Flooded,Heavy,76,Southbound,Regular Scan,,Friday,20,10,3,2025
695d1464-6671-4195-99f0-76ec3a294007,SM2081L,Tennessee,Vanity,Van,Dodge,Journey,Blue,2013,2025-03-20 19:50:56,46.78864,-77.337916,CAM-022,/images/capture_0340.jpg,0.71,Clear,4.2,Daytime,Wet,Heavy,95,Northbound,Red Light,,Thursday,19,12,3,2025
0626f9d3-df90-4a16-a4d3-6b651bf0f7e6,DU7191Q,Texas,Specialty,Truck,Subaru,Legacy,Silver,2018,2025-02-22 20:09:02,40.60455,-107.439897,CAM-001,/images/capture_0341.jpg,0.71,Snowy,13.7,Dusk,Construction,Moderate,48,Northeast,Red Light,She miss phone ever back.,Saturday,20,8,2,2025
3e78813c-4d09-40c3-9661-55b616e3fbcf,0647QDK,Virginia,Specialty,Motorcycle,Honda,Pilot,Gray,2022,2025-03-01 06:07:27,46.564526,-76.022274,CAM-001,/images/capture_0342.jpg,0.75,Clear,-9.3,Dusk,Icy,Moderate,53,Southbound,Exit,,Saturday,6,9,3,2025
688cb734-fa36-40ef-9d20-8ad5d7debd89,4281DSJ,Texas,Vanity,SUV,Chevrolet,Tahoe,Yellow,2023,2025-02-27 03:20:05,37.485005,-76.519012,CAM-016,/images/capture_0343.jpg,0.96,Snowy,2.6,Low Visibility,Icy,Heavy,52,Northeast,Entry,,Thursday,3,9,2,2025
fabce8a0-0120-4bd1-9f09-c396df9ea9a2,ID2056T,Connecticut,Commercial,Bus,Ram,ProMaster City,Gray,2018,2025-03-13 13:57:21,40.77422,-70.173599,CAM-009,/images/capture_0344.jpg,0.75,Sunny,1.6,Dawn,Flooded,Congested,55,Northwest,Red Light,,Thursday,13,11,3,2025
