record_id,license_plate_number,plate_state_region,plate_type,vehicle_type,vehicle_make,vehicle_model,city,vehicle_color,vehicle_year,timestamp,latitude,longitude,camera_device_id,image_path,ocr_confidence_score,weather_conditions,temperature,visibility_lighting,road_conditions,traffic_conditions,speed,direction_of_travel,event_type,error_codes_remarks,day_of_week,hour_of_day,week,month,year
8d7e6614-0f2d-46ac-9427-b7499eabe0f0,EQX3908,Goiás,Commercial,SUV,Chevrolet,Spin,Manaus,White,2018,2025-03-05 05:44:32,-29.491735,-36.494779,BR-109,/images/capture_0209.jpg,0.71,Sunny,21.7,Dawn,Dry,Congested,89,Eastbound,Regular Scan,Natus beatae velit porro corrupti alias.,Wednesday,5,10,3,2025
2544f11c-1a7e-4093-8a20-c6c800b6a9c7,BQO6746,Rio Grande do Sul,Official,Van,Fiat,Toro,Natal,Red,2010,2025-02-27 15:23:07,-20.368231,-62.40047,BR-128,/images/capture_0210.jpg,0.93,Sunny,28.8,Low Visibility,Potholes,Moderate,89,Northbound,Entry,,Thursday,15,9,2,2025
ef2a285e-a908-4bdf-a19e-15e5f549ce2f,XOQ4P28,Rio Grande do Norte,Diplomatic,Car,Jeep,Compass,São Gonçalo,Red,2020,2025-03-08 18:40:29,-31.334785,-38.580826,BR-111,/images/capture_0211.jpg,0.92,Sunny,29.4,Daytime,Construction,Heavy,9,Southwest,Entry,,Saturday,18,10,3,2025
61161a67-eb7a-420d-86d8-44046db97f5f,HBB7N42,Mato Grosso do Sul,Collector,Bus,Toyota,RAV4,Porto Alegre,White,2021,2025-03-15 12:29:19,-30.415479,-53.048584,BR-102,/images/capture_0212.jpg,0.95,Sunny,20.8,Low Visibility,Potholes,Moderate,26,Northeast,Stop Sign,,Saturday,12,11,3,2025
f857b207-cf8d-449a-9577-3d4fdad710f3,IST8913,Alagoas,Temporary,Van,Mitsubishi,L200,Campo Grande,Blue,2019,2025-03-13 16:44:29,-13.924676,-61.129255,BR-101,/images/capture_0213.jpg,0.75,Partly Cloudy,24.4,Dusk,Construction,Standstill,18,Westbound,Exit,,Thursday,16,11,3,2025
d0a52416-e147-4ec8-8cf0-bdaf45b2be8a,IMG2023,Amapá,Standard,Car,Toyota,Corolla Cross,São Paulo,Silver,2014,2025-03-08 23:32:41,-17.805972,-71.851383,BR-114,/images/capture_0214.jpg,0.89,Partly Cloudy,38.5,Low Visibility,Potholes,Light,33,Northwest,Speeding,,Saturday,23,10,3,2025
f8eb668a-05ae-4181-b5ea-c3828465623d,GWE5S71,Distrito Federal,Collector,Van,Nissan,Sentra,Campo Grande,Orange,2014,2025-03-15 04:13:28,-29.745175,-42.39065,BR-108,/images/capture_0215.jpg,0.98,Foggy,35.9,Low Visibility,Construction,Standstill,55,Southbound,Parking Violation,,Saturday,4,11,3,2025
ea35f321-1e0e-4d56-91ba-c5df51a22228,MNM3095,Pará,Collector,Truck,Audi,A4,Campinas,Brown,2018,2025-02-26 01:28:22,-31.603948,-38.117337,BR-112,/images/capture_0216.jpg,0.86,Cloudy,38.9,Dawn,Wet,Congested,44,Eastbound,Speeding,,Wednesday,1,9,2,2025
988b01e0-121a-41ae-97d8-561175e6a35b,FJB4864,Maranhão,Temporary,Van,Mitsubishi,L200,Salvador,Silver,2015,2025-02-23 06:04:19,-5.979033,-46.699046,BR-111,/images/capture_0217.jpg,0.96,Stormy,15.2,Nighttime,Flooded,Congested,76,Northwest,Red Light,,Sunday,6,8,2,2025
abe36ee9-f3e3-400e-8654-83c847bf68e6,WLW7734,São Paulo,Collector,Bus,Fiat,Argo,São Luís,White,2018,2025-03-14 16:35:00,-20.779782,-58.711921,BR-123,/images/capture_0218.jpg,0.94,Rainy,29.6,Low Visibility,Flooded,Heavy,84,Northwest,Speeding,Nesciunt corporis consectetur est tempore recusandae.,Friday,16,11,3,2025
834ff3c2-b2c1-4222-ab22-12036a41c0cc,JHK4586,Rio Grande do Norte,Commercial,Car,Toyota,Corolla Cross,Manaus,Yellow,2016,2025-03-16 23:45:28,3.98536,-56.569154,BR-108,/images/capture_0219.jpg,0.77,Clear,35.2,Low Visibility,Wet,Light,80,Southwest,Exit,,Sunday,23,11,3,2025
fb06441f-b8a3-4b20-8093-7cf0f8743620,DCJ9531,Paraná,Collector,Truck,Kia,Stonic,Campo Grande,Gray,2012,2025-03-20 12:50:10,-2.074411,-60.947247,BR-116,/images/capture_0220.jpg,0.72,Clear,19.7,Daytime,Potholes,Heavy,64,Southwest,Stop Sign,,Thursday,12,12,3,2025
068dafcf-3c50-4be8-8994-964d4109eb57,NBD5Z44,Amazonas,Diplomatic,Car,Fiat,Uno,Natal,Orange,2023,2025-03-06 10:46:07,-22.507486,-70.809621,BR-107,/images/capture_0221.jpg,0.74,Foggy,37.5,Dusk,Flooded,Congested,108,Southwest,Red Light,Tempore distinctio dolorum.,Thursday,10,10,3,2025
a00eb497-ddfa-4030-af6d-ae236e43d317,IPE9723,Roraima,Official,SUV,Honda,Civic,São Luís,Silver,2013,2025-03-10 09:45:27,4.031805,-36.808452,BR-102,/images/capture_0222.jpg,0.88,Foggy,33.7,Dawn,Dry,Heavy,48,Eastbound,Red Light,,Monday,9,11,3,2025
c94c9a51-a1aa-44b9-b58e-5b208edc3764,SHV5K69,Piauí,Collector,Motorcycle,Kia,Sorento,São Paulo,Orange,2022,2025-03-22 04:05:52,3.406224,-67.745008,BR-119,/images/capture_0223.jpg,0.99,Cloudy,39.9,Low Visibility,Wet,Moderate,48,Southeast,Exit,,Saturday,4,12,3,2025
db2b4e29-6c94-4654-94f2-34fb20e9a48b,USR0T49,Sergipe,Official,Truck,Hyundai,Santa Fe,Recife,Blue,2019,2025-03-02 03:17:58,-14.559911,-52.107558,BR-124,/images/capture_0224.jpg,0.74,Partly Cloudy,39.6,Nighttime,Flooded,Moderate,78,Northwest,Entry,,Sunday,3,9,3,2025
7652902e-78fa-4ffc-be6f-379e8bba06f1,SPE6681,Rio de Janeiro,Commercial,Bus,Audi,A5,Campinas,Yellow,2014,2025-03-01 22:27:47,-25.939663,-45.7534,BR-113,/images/capture_0225.jpg,0.98,Sunny,34.9,Daytime,Construction,Congested,26,Southwest,Stop Sign,,Saturday,22,9,3,2025
96550285-846c-4e01-ae1f-1ca07d6f44cd,AYC0316,Ceará,Official,Motorcycle,Hyundai,Creta,Natal,Brown,2015,2025-03-20 17:12:31,-18.115994,-73.5243,BR-109,/images/capture_0226.jpg,0.91,Partly Cloudy,15.3,Daytime,Potholes,Standstill,16,Southeast,Exit,,Thursday,17,12,3,2025
9ad9b22f-231a-4a07-9bd3-181e2909ec60,NPM0W12,Goiás,Temporary,Car,Ford,Ranger,Recife,Green,2013,2025-03-06 14:17:54,-29.257392,-72.587048,BR-119,/images/capture_0227.jpg,0.81,Sunny,39.9,Dawn,Flooded,Heavy,61,Northeast,Exit,,Thursday,14,10,3,2025
8298fb44-0708-4ad4-a0e4-c59c138c3938,ZMJ2O93,Amazonas,Official,Truck,Hyundai,Santa Fe,São Gonçalo,Yellow,2015,2025-02-22 15:41:16,-26.054065,-37.734991,BR-114,/images/capture_0228.jpg,0.88,Sunny,37.3,Dusk,Potholes,Moderate,96,Northbound,Parking Violation,Explicabo nam soluta voluptate.,Saturday,15,8,2,2025
d2df0d3e-9e3f-44b7-941c-fb21391cfc83,RWR4T49,Rio Grande do Norte,Diplomatic,Motorcycle,Nissan,Kicks,Belo Horizonte,White,2014,2025-03-08 17:52:50,-33.021988,-39.070705,BR-120,/images/capture_0229.jpg,0.87,Partly Cloudy,19.6,Nighttime,Dry,Heavy,68,Westbound,Parking Violation,,Saturday,17,10,3,2025
013e3f0d-44b4-4c7d-b880-fde92f05a07e,OFZ4Y22,Mato Grosso,Temporary,Motorcycle,Nissan,Versa,Belém,Brown,2016,2025-03-19 01:42:51,-16.774762,-61.372276,BR-106,/images/capture_0230.jpg,0.86,Partly Cloudy,24.9,Daytime,Flooded,Congested,91,Northwest,Stop Sign,,Wednesday,1,12,3,2025
ce877da1-5287-41ce-9c87-2052ab6d2dd8,IJY4J16,Rio Grande do Sul,Temporary,Van,Volkswagen,Nivus,Maceió,White,2011,2025-03-22 12:52:20,-20.126484,-72.2593,BR-115,/images/capture_0231.jpg,0.77,Partly Cloudy,27.4,Dawn,Flooded,Heavy,33,Northbound,Parking Violation,,Saturday,12,12,3,2025
ef4316de-dfc1-471d-80ff-e28498875e33,XKI2J09,Roraima,Official,Car,Audi,A4,São Gonçalo,Blue,2020,2025-02-25 05:31:02,-0.269163,-49.622759,BR-115,/images/capture_0232.jpg,0.91,Stormy,16.9,Low Visibility,Dry,Congested,13,Northwest,Parking Violation,,Tuesday,5,9,2,2025
7b1fad29-e325-4249-92bd-5da7f7c02c9a,JLG4259,Minas Gerais,Diplomatic,SUV,Honda,Accord,Maceió,Gray,2014,2025-02-25 22:25:31,-7.389358,-61.95433,BR-103,/images/capture_0233.jpg,0.8,Stormy,25.6,Dawn,Construction,Congested,62,Northbound,Red Light,Unde dolores cum reiciendis.,Tuesday,22,9,2,2025
14be2fd1-4707-4b79-9f12-197945646482,DQP3B65,Rondônia,Collector,Motorcycle,Toyota,Etios,Porto Alegre,Blue,2017,2025-02-22 01:04:28,-16.318709,-72.836325,BR-104,/images/capture_0234.jpg,0.85,Partly Cloudy,15.6,Dawn,Wet,Heavy,84,Southbound,Stop Sign,,Saturday,1,8,2,2025
09c11dc4-5e11-4256-a72c-af60405446e8,BKS1705,São Paulo,Commercial,Motorcycle,Chevrolet,Equinox,Porto Alegre,Silver,2010,2025-02-25 03:27:05,-6.337438,-35.681644,BR-129,/images/capture_0235.jpg,0.92,Sunny,16.8,Daytime,Flooded,Moderate,70,Northeast,Parking Violation,,Tuesday,3,9,2,2025
68554ee0-e9ca-4214-9d20-9a0e7f38a2f2,KYW4193,Roraima,Temporary,Van,Volkswagen,Nivus,Recife,Gray,2017,2025-02-26 03:07:28,-10.509365,-69.973736,BR-121,/images/capture_0236.jpg,0.7,Sunny,26.6,Low Visibility,Construction,Heavy,25,Southbound,Red Light,,Wednesday,3,9,2,2025
f7cc1b2a-1627-4f8a-b723-353662ad13b8,XCO5799,Bahia,Collector,Bus,Hyundai,Tucson,Duque de Caxias,Yellow,2019,2025-03-10 16:34:15,-14.398826,-64.884159,BR-119,/images/capture_0237.jpg,0.91,Rainy,37.2,Dawn,Good Condition,Moderate,102,Southwest,Exit,,Monday,16,11,3,2025
2dbefd78-f792-4b16-a738-41749d11e712,KVY0871,Mato Grosso,Standard,Motorcycle,Toyota,Corolla Cross,Curitiba,Gray,2020,2025-02-27 18:59:29,-25.742542,-37.189779,BR-121,/images/capture_0238.jpg,0.92,Sunny,15.5,Low Visibility,Construction,Standstill,87,Southbound,Regular Scan,,Thursday,18,9,2,2025
124b891f-9f2e-40a3-bf4f-c2f50674c5d3,WAO1K29,Ceará,Temporary,Car,Kia,Stonic,Belém,Green,2020,2025-03-19 12:59:23,-11.867069,-35.424238,BR-112,/images/capture_0239.jpg,0.91,Foggy,20.4,Dusk,Flooded,Standstill,63,Southeast,Exit,,Wednesday,12,12,3,2025
2d6e065d-fc73-40c4-83c0-66b436e27503,XDN4G83,Rio Grande do Sul,Official,Car,Toyota,SW4,Recife,Black,2018,2025-03-19 05:29:08,-20.716631,-56.039791,BR-105,/images/capture_0240.jpg,0.81,Stormy,39.9,Dawn,Potholes,Congested,52,Northwest,Red Light,,Wednesday,5,12,3,2025
99449793-b4e0-4758-b91e-03e79b0c7ece,QSA5Z26,São Paulo,Temporary,Truck,Ford,Bronco,Duque de Caxias,Blue,2022,2025-03-09 03:46:11,5.190615,-54.310099,BR-119,/images/capture_0241.jpg,0.91,Sunny,25.0,Nighttime,Dry,Moderate,43,Southwest,Speeding,,Sunday,3,10,3,2025
c4e49dd4-12cf-43b8-907a-0cc1bfec97cf,EWX8506,Roraima,Standard,Van,Honda,WR-V,Maceió,Black,2016,2025-02-24 09:39:41,-2.437882,-58.927051,BR-123,/images/capture_0242.jpg,0.95,Sunny,19.9,Dusk,Potholes,Standstill,72,Westbound,Exit,,Monday,9,9,2,2025
7432fbe0-2bd7-4a9e-b462-2e5c63dd4e0d,ZMY0342,Mato Grosso,Collector,Car,Toyota,RAV4,Porto Alegre,Yellow,2013,2025-03-04 22:37:15,-3.474512,-50.700357,BR-113,/images/capture_0243.jpg,0.86,Partly Cloudy,37.2,Daytime,Flooded,Standstill,9,Southbound,Exit,,Tuesday,22,10,3,2025
175b9358-9665-4dd9-a090-7426bea98224,HSA5W26,Rondônia,Standard,Motorcycle,Audi,Q3,São Luís,Orange,2012,2025-03-17 14:43:47,-10.089151,-47.394227,BR-108,/images/capture_0244.jpg,0.93,Stormy,16.0,Dusk,Construction,Heavy,112,Eastbound,Red Light,,Monday,14,12,3,2025
690c0272-0a7f-4783-9d75-df5411f5f899,HKN4W19,Paraná,Standard,Motorcycle,Volkswagen,Polo,Salvador,White,2011,2025-03-23 13:14:50,-27.608864,-68.406285,BR-111,/images/capture_0245.jpg,0.88,Stormy,23.6,Nighttime,Good Condition,Moderate,43,Northwest,Parking Violation,,Sunday,13,12,3,2025
e96bfd7c-a725-435a-a7a6-2c0dec8199f8,JFY7E49,Amapá,Collector,Truck,Kia,Rio,Belo Horizonte,Brown,2010,2025-03-02 03:03:34,-2.196211,-42.809966,BR-107,/images/capture_0246.jpg,0.81,Sunny,15.3,Dusk,Good Condition,Moderate,114,Southeast,Entry,,Sunday,3,9,3,2025
e08c4304-1076-4ade-9081-22f9bbed38b8,KOM8Z62,Mato Grosso,Commercial,Motorcycle,Mercedes-Benz,Classe C,São Gonçalo,White,2016,2025-03-13 03:55:07,2.817003,-46.719439,BR-102,/images/capture_0247.jpg,0.95,Foggy,15.8,Dawn,Wet,Heavy,26,Northwest,Red Light,Sunt ad qui ex.,Thursday,3,11,3,2025
9728e306-3923-4492-a7cc-91ed2d2f0f33,RPU5539,Acre,Standard,SUV,Peugeot,208,São Paulo,Blue,2022,2025-03-08 21:43:00,2.164604,-56.715851,BR-123,/images/capture_0248.jpg,0.74,Partly Cloudy,29.6,Dusk,Potholes,Moderate,117,Southbound,Speeding,,Saturday,21,10,3,2025
d20c957d-a263-4dc3-b373-b972929576c6,BON5135,Rio Grande do Norte,Commercial,Car,Fiat,Toro,Belém,Brown,2011,2025-03-20 03:11:31,-1.088935,-58.882088,BR-112,/images/capture_0249.jpg,0.83,Stormy,20.2,Daytime,Flooded,Congested,67,Southwest,Entry,,Thursday,3,12,3,2025
27ac76e5-e579-448e-8606-d87b725a2f68,RSM8401,Rio de Janeiro,Diplomatic,SUV,Toyota,SW4,Maceió,Orange,2021,2025-02-24 14:07:41,0.90686,-47.391928,BR-119,/images/capture_0250.jpg,0.79,Clear,25.3,Nighttime,Good Condition,Congested,17,Southbound,Regular Scan,Rem sint repellat eaque ratione autem.,Monday,14,9,2,2025
bf666b1c-a0a0-4a72-b866-f46c4fb742a1,LBM4X02,Paraíba,Standard,SUV,Nissan,Versa,São Gonçalo,Orange,2023,2025-03-15 21:29:17,-16.708136,-67.062103,BR-115,/images/capture_0251.jpg,0.85,Clear,26.5,Dusk,Dry,Standstill,5,Southbound,Entry,,Saturday,21,11,3,2025
8258416e-e2c8-404a-9bac-6e2cdbc21b0e,TPB3099,Minas Gerais,Standard,Bus,Peugeot,3008,São Gonçalo,Brown,2013,2025-03-07 19:15:14,-27.907263,-49.433548,BR-124,/images/capture_0252.jpg,0.87,Cloudy,21.3,Nighttime,Flooded,Moderate,12,Northeast,Stop Sign,,Friday,19,10,3,2025
a1f1e223-7450-43b0-8cfa-e90f4bc76c6f,ZMH1167,Pernambuco,Collector,Motorcycle,Audi,A5,Belo Horizonte,Brown,2013,2025-03-05 07:27:24,-19.959208,-58.223656,BR-101,/images/capture_0253.jpg,0.99,Stormy,22.0,Daytime,Potholes,Heavy,12,Southeast,Regular Scan,,Wednesday,7,10,3,2025
8aa032cf-51ea-4e63-a55b-f19c711c9f61,JXL6M09,Rio Grande do Sul,Temporary,Truck,Renault,Kwid,Belo Horizonte,Green,2022,2025-02-21 14:04:11,-31.2075,-49.930075,BR-106,/images/capture_0254.jpg,0.8,Cloudy,29.4,Nighttime,Good Condition,Light,99,Northbound,Red Light,,Friday,14,8,2,2025
a2f3ae79-0c39-438e-a710-73a958eaced2,QJE5572,Santa Catarina,Diplomatic,Van,Ford,EcoSport,Brasília,Brown,2019,2025-03-09 14:17:38,-24.342689,-38.412038,BR-112,/images/capture_0255.jpg,0.77,Cloudy,36.3,Dawn,Potholes,Heavy,35,Northbound,Regular Scan,,Sunday,14,10,3,2025
bac44e7b-22ce-4662-9264-730f1ab63f8c,TZM7432,Espírito Santo,Official,Van,Jeep,Cherokee,Campinas,Gray,2021,2025-03-14 20:06:44,-28.323163,-61.736096,BR-112,/images/capture_0256.jpg,0.78,Clear,36.6,Low Visibility,Dry,Congested,85,Northwest,Regular Scan,,Friday,20,11,3,2025
8c445a7a-87ba-4cc7-bccf-47b649399858,JHY1B84,Pernambuco,Standard,Motorcycle,Mercedes-Benz,Classe E,Porto Alegre,Red,2021,2025-03-23 04:34:12,-0.48914,-38.391199,BR-104,/images/capture_0257.jpg,0.83,Foggy,26.0,Dusk,Wet,Light,111,Northbound,Exit,Similique dolore repellendus.,Sunday,4,12,3,2025
8d9bad3c-0e4b-4174-8e32-fe051c2083c5,GBP4682,Rio de Janeiro,Official,Car,Toyota,RAV4,Salvador,Blue,2014,2025-03-10 19:14:23,-32.961655,-63.553299,BR-106,/images/capture_0258.jpg,0.89,Cloudy,29.1,Dawn,Good Condition,Moderate,3,Northbound,Red Light,,Monday,19,11,3,2025
a547eb07-603a-43c3-a3dd-282f3df416fc,KGF8052,Roraima,Collector,SUV,BMW,X5,São Luís,Silver,2023,2025-03-21 22:01:17,-31.460103,-37.596825,BR-117,/images/capture_0259.jpg,0.93,Foggy,34.6,Daytime,Construction,Congested,104,Eastbound,Stop Sign,,Friday,22,12,3,2025
7f2fc00d-ae0a-415c-b08b-6755992207c0,PUV3J89,Acre,Diplomatic,Motorcycle,Hyundai,Tucson,Belém,Yellow,2021,2025-03-10 22:56:17,-23.35243,-47.552106,BR-106,/images/capture_0260.jpg,0.92,Clear,25.8,Daytime,Dry,Congested,49,Northeast,Entry,,Monday,22,11,3,2025
d06e385f-ae94-4437-a8a6-9faf75062e63,KHO5716,Espírito Santo,Collector,Car,Volkswagen,Nivus,Duque de Caxias,Gray,2020,2025-03-04 19:40:14,-17.564124,-35.36906,BR-115,/images/capture_0261.jpg,0.97,Stormy,21.0,Daytime,Wet,Moderate,102,Northeast,Regular Scan,,Tuesday,19,10,3,2025
81c23b6b-6b69-4c9f-bb71-395ce23fb7d1,BIQ6Z56,Acre,Commercial,Bus,Renault,Oroch,Belo Horizonte,Red,2013,2025-03-13 19:40:45,-29.803497,-39.431404,BR-114,/images/capture_0262.jpg,0.87,Partly Cloudy,28.9,Dawn,Good Condition,Standstill,45,Eastbound,Red Light,,Thursday,19,11,3,2025
1e6f887e-da98-4e1f-9387-bfce5bd3e09b,DJT7H83,Rio Grande do Norte,Official,Truck,Hyundai,Santa Fe,Manaus,Green,2019,2025-03-16 03:57:32,3.841649,-48.15915,BR-122,/images/capture_0263.jpg,0.88,Clear,28.5,Dawn,Potholes,Moderate,20,Southwest,Regular Scan,Expedita reprehenderit sit dolore optio id eius.,Sunday,3,11,3,2025
d1722041-4c45-420e-bc25-3c740c1a65c9,UXO9512,São Paulo,Official,Motorcycle,Ford,Bronco,Salvador,Green,2023,2025-02-25 12:02:59,-9.316016,-66.865502,BR-107,/images/capture_0264.jpg,0.83,Partly Cloudy,38.9,Dawn,Flooded,Heavy,89,Southwest,Exit,,Tuesday,12,9,2,2025
ee30b595-d609-4c78-9127-efc0f1c34714,ICL3580,Amazonas,Diplomatic,Truck,Renault,Stepway,Curitiba,Green,2014,2025-03-02 19:38:48,-32.730091,-39.116887,BR-114,/images/capture_0265.jpg,0.89,Stormy,15.8,Nighttime,Flooded,Heavy,54,Northwest,Regular Scan,Vitae eius odit id.,Sunday,19,9,3,2025
c7109bdf-e01b-4917-b1b9-3dab35e3631c,RPW3Z77,Maranhão,Collector,Van,Kia,Stonic,Manaus,Green,2015,2025-03-16 13:21:59,-31.062143,-43.601564,BR-110,/images/capture_0266.jpg,0.74,Partly Cloudy,24.9,Nighttime,Wet,Moderate,50,Southwest,Regular Scan,,Sunday,13,11,3,2025
e9083a97-d9b2-4346-9a1d-cbd6aa541d29,MWI9099,Espírito Santo,Collector,Truck,Honda,HR-V,Porto Alegre,White,2017,2025-03-23 06:02:45,-29.168946,-39.156225,BR-108,/images/capture_0267.jpg,0.89,Clear,38.2,Daytime,Good Condition,Heavy,37,Northbound,Speeding,,Sunday,6,12,3,2025
2b309142-ea61-45c7-8bb1-9d0e3d591881,TTX6732,Santa Catarina,Diplomatic,SUV,Audi,Q3,Maceió,Yellow,2010,2025-03-17 01:54:46,-16.314369,-60.106506,BR-103,/images/capture_0268.jpg,0.83,Foggy,21.5,Dawn,Dry,Congested,23,Westbound,Exit,Ex adipisci soluta ea neque voluptates alias.,Monday,1,12,3,2025
befd4fb3-9211-4510-80a8-28e7938ab6e1,UJN5J25,Pará,Collector,Bus,Audi,A3,Porto Alegre,Black,2020,2025-03-23 11:03:22,-14.808072,-36.767613,BR-128,/images/capture_0269.jpg,1.0,Clear,18.9,Dusk,Wet,Standstill,55,Northbound,Speeding,,Sunday,11,12,3,2025
0692a967-30d3-43b6-8605-d3a62744a3d4,MUS5G34,São Paulo,Standard,Car,Nissan,Versa,Belém,Yellow,2020,2025-03-15 20:02:16,-15.51975,-73.491779,BR-111,/images/capture_0270.jpg,0.79,Clear,23.7,Daytime,Dry,Heavy,56,Eastbound,Stop Sign,,Saturday,20,11,3,2025
db21efeb-4500-42a8-9094-0ef6f79fef03,TAO5721,Espírito Santo,Official,Bus,Nissan,Versa,Maceió,White,2013,2025-03-07 00:53:41,1.851854,-40.706641,BR-120,/images/capture_0271.jpg,0.93,Partly Cloudy,33.2,Nighttime,Flooded,Standstill,110,Westbound,Stop Sign,,Friday,0,10,3,2025
32b57ee6-472e-4b71-9850-5a873b86c2f4,JVM6628,Rio Grande do Norte,Standard,Motorcycle,Toyota,Corolla,São Gonçalo,Blue,2019,2025-02-24 14:04:24,-32.247056,-44.581503,BR-110,/images/capture_0272.jpg,0.87,Sunny,35.4,Dawn,Potholes,Congested,101,Northbound,Regular Scan,,Monday,14,9,2,2025
6348042f-c076-4162-9349-f78425ba28d1,LTJ2X51,Amapá,Diplomatic,Car,Audi,A5,Salvador,Brown,2023,2025-03-04 04:05:35,-4.563018,-46.894049,BR-130,/images/capture_0273.jpg,0.82,Foggy,28.8,Daytime,Potholes,Moderate,112,Southbound,Exit,,Tuesday,4,10,3,2025
bb140ab0-8a93-4d9e-b8c1-ba1a2242206e,NVB8001,Alagoas,Commercial,SUV,Citroën,C4 Cactus,Porto Alegre,Yellow,2014,2025-03-03 12:23:36,-23.481196,-71.940127,BR-117,/images/capture_0274.jpg,0.71,Sunny,17.7,Low Visibility,Wet,Standstill,28,Southbound,Speeding,,Monday,12,10,3,2025
64fe1941-7e38-4e13-835e-7ddc0c52a27e,BDF4069,Bahia,Collector,Motorcycle,Jeep,Compass,Natal,Orange,2013,2025-03-17 20:12:38,-24.521468,-61.567009,BR-120,/images/capture_0275.jpg,0.7,Partly Cloudy,30.1,Nighttime,Flooded,Light,111,Eastbound,Entry,,Monday,20,12,3,2025
7b02f987-cb24-4ff8-8762-0d2300d353f8,RAN6A07,Mato Grosso do Sul,Standard,Motorcycle,Peugeot,2008,Manaus,Green,2018,2025-03-15 10:00:58,-3.814192,-60.881741,BR-128,/images/capture_0276.jpg,0.93,Stormy,33.5,Daytime,Potholes,Congested,113,Northwest,Parking Violation,Ipsa quas et non maiores harum nemo ducimus.,Saturday,10,11,3,2025
ac09f1b5-d7c1-4198-a33d-45dbf3b286e5,AVR2D95,Paraná,Collector,Truck,Peugeot,Partner,Campo Grande,Red,2010,2025-02-23 01:19:27,-12.225853,-40.595007,BR-118,/images/capture_0277.jpg,0.84,Clear,20.6,Nighttime,Flooded,Light,47,Northbound,Parking Violation,,Sunday,1,8,2,2025
8ded959e-76fa-4df1-9bb4-5bf7e83ad207,ENV2334,Maranhão,Official,Car,Toyota,Etios,Fortaleza,Yellow,2014,2025-03-14 08:20:32,-1.780704,-37.982646,BR-127,/images/capture_0278.jpg,0.91,Rainy,26.6,Dusk,Potholes,Congested,8,Southbound,Stop Sign,,Friday,8,11,3,2025
b7cf9be4-699e-4163-8bbf-38474d890c76,ZFR8687,Distrito Federal,Collector,Truck,Mercedes-Benz,Classe A,Belém,Red,2010,2025-03-18 13:11:46,-11.802381,-38.908884,BR-119,/images/capture_0279.jpg,0.85,Rainy,19.0,Low Visibility,Dry,Standstill,103,Southeast,Exit,A unde modi quaerat quia perferendis.,Tuesday,13,12,3,2025
b49911e1-17db-47a9-87fc-a82f481350e8,KJM6708,Bahia,Diplomatic,Car,BMW,X3,Belo Horizonte,Black,2013,2025-03-22 03:13:58,-6.472572,-60.504853,BR-125,/images/capture_0280.jpg,0.87,Partly Cloudy,34.0,Low Visibility,Construction,Moderate,18,Northbound,Red Light,,Saturday,3,12,3,2025
99f14b94-8419-4316-84c2-4908da111451,OWC8B29,Minas Gerais,Collector,Van,BMW,320i,Manaus,Brown,2023,2025-02-21 22:54:07,-6.177962,-43.099222,BR-111,/images/capture_0281.jpg,0.91,Stormy,19.5,Low Visibility,Wet,Heavy,62,Southwest,Stop Sign,Inventore veniam ullam numquam optio commodi.,Friday,22,8,2,2025
51e2bb54-c4a1-4353-8b69-0188f444aa5f,HYR4R50,Distrito Federal,Temporary,Motorcycle,Hyundai,HB20,Guarulhos,Black,2012,2025-03-19 14:08:57,-6.608559,-47.405524,BR-120,/images/capture_0282.jpg,0.96,Sunny,36.5,Daytime,Flooded,Standstill,23,Northeast,Exit,,Wednesday,14,12,3,2025
335d167e-deb8-4dae-b3ba-6808c2b96e98,AFD6C25,Rio Grande do Sul,Commercial,SUV,Volkswagen,T-Cross,Belo Horizonte,Gray,2023,2025-03-18 16:36:31,-11.364832,-51.195459,BR-113,/images/capture_0283.jpg,0.79,Stormy,19.0,Low Visibility,Wet,Congested,35,Eastbound,Speeding,,Tuesday,16,12,3,2025
23e3582d-0394-44fd-9cb5-aa2f51a5a9bc,ROJ2Z97,Alagoas,Collector,SUV,Nissan,March,Belo Horizonte,White,2015,2025-03-16 00:44:16,-21.444673,-56.910034,BR-112,/images/capture_0284.jpg,0.78,Stormy,29.3,Nighttime,Dry,Standstill,40,Northbound,Parking Violation,Magni pariatur eveniet possimus mollitia.,Sunday,0,11,3,2025
c6cd628e-3033-4822-9a87-e82b14c495f8,BLV5T79,Espírito Santo,Collector,Van,Mercedes-Benz,GLC,Natal,Red,2013,2025-03-11 07:09:03,-7.726093,-39.522965,BR-130,/images/capture_0285.jpg,0.99,Partly Cloudy,35.6,Low Visibility,Wet,Moderate,120,Southeast,Exit,,Tuesday,7,11,3,2025
116d278f-bdab-4a7a-9f41-ed648a67c703,ZIQ7P25,Santa Catarina,Diplomatic,Truck,Toyota,Yaris,Belo Horizonte,Orange,2017,2025-03-13 10:06:14,-6.169345,-60.784327,BR-110,/images/capture_0286.jpg,0.76,Foggy,20.6,Dawn,Dry,Standstill,44,Northwest,Exit,,Thursday,10,11,3,2025
d7165379-f61d-4cad-a9f7-7ca393ed07a5,LRR1Y67,Rio Grande do Norte,Collector,Car,Peugeot,Partner,Belém,Orange,2021,2025-03-15 04:20:29,-21.381696,-56.990819,BR-114,/images/capture_0287.jpg,0.88,Foggy,31.3,Nighttime,Potholes,Standstill,28,Eastbound,Regular Scan,In velit perspiciatis temporibus nulla.,Saturday,4,11,3,2025
